trial_index,class_label,phase,timestamp,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17
0,0,idle,00:24:32.200791,94.70609926419752,23.6080691456048,64.6484167252361,85.09284579118648,-21.48940564565261,66.31231487831533,71.55366850719926,61.84476846911565,-51.86912437970446,-10.594061717745305,52.739091779860956,61.310558222355525,22.044546933757772,-36.85970190941754,64.84974245250294,-45.65727640160559,31.48343552648703
0,0,idle,00:24:32.221141,-99.04815521833328,-63.01559710012263,-20.61955126662231,9.996663388986832,-95.89014155320565,41.704158277919106,-61.92523143750559,-10.858465470517714,-66.38938617456327,57.59804558317887,-34.70412375558911,-79.12357584119816,23.79945388230753,-36.00879289992811,-18.389784531502997,-81.55888596893561,-25.49014625266591
0,0,idle,00:24:32.226113,97.44299794267849,-77.06836861755608,6.815706400784634,47.52491673732146,27.01636475530904,68.16015711170493,-39.54409386318611,-20.132491673104354,57.35426905180938,94.62872215389558,38.7102859118684,82.37466451982314,33.526107332912204,75.95687692621348,-82.17409487302504,-49.499245513285196,60.70845378060443
0,0,idle,00:24:32.231081,-26.906381655913307,-86.34339744067019,87.36301918887517,18.385974757019127,38.58649244677889,34.90549149617593,95.42222353393589,50.75838280297495,-74.84554429390985,39.13869582852237,-82.2851895662373,-99.47048881237004,7.328031169182282,59.301799335959146,0.7264451688538003,71.82439572580103,12.598653943314858
0,0,idle,00:24:32.236083,49.90470537417096,90.87517296035819,-31.29525513946014,-99.93882351955916,-13.58945103759099,-31.269383802628226,-81.1354835717678,-67.45811036889471,-68.98250678077666,-7.0646969447652594,-41.550700014029516,29.437925933003697,91.14757734809328,-33.95565750451527,49.317355991000454,-77.51427117019847,-92.18646246457949
0,0,idle,00:24:32.241081,-76.93427759079373,-52.305164247518455,47.010279957117234,-40.02433684011042,-40.233698985847674,-73.03903032161554,15.749657621738862,96.76784218090177,-43.410176325409864,25.397200021863654,-42.52203287035299,-43.2266031950413,58.38818289657351,69.43899801856509,-80.89386846793825,62.449653693187884,-96.99108844089378
0,0,idle,00:24:32.246076,-49.485777868951345,91.21186321501037,34.22410780956673,47.809967542389984,-42.82620309596172,88.10680135201184,-19.929305547131307,71.73084084130716,53.13964849839337,67.88709735537259,15.998621692190397,-62.546446313765024,10.6961103446869,27.41672062637744,86.43846848368466,94.18371848432682,-39.51101689031984
0,0,idle,00:24:32.251076,20.480977310284885,34.272090305445374,-28.56804757479965,65.15194425375051,-23.106572068655026,-40.71334007368914,78.91523285960525,-3.928477702527971,31.689460805359403,-3.876573609482307,7.819698951709569,-34.549498675398425,-28.483976363558398,-95.24867756479216,53.02468439588034,-43.30893421106558,96.72663048943932
0,0,idle,00:24:32.256083,-30.118244749611335,-28.91395914928934,50.663183272025975,28.41065279508294,-95.67689650228606,27.413752612193917,-24.73044685398243,-33.48490104379297,-65.32332463084884,-16.35961439620776,54.107526567417295,-85.36494497317553,50.188410159994646,-76.71112682527172,21.119038977555874,19.63220712805736,-50.68257132279499
0,0,idle,00:24:32.260612,92.17121482577548,65.75326128631588,-93.11588387268677,76.24831917990585,-51.75250084303398,-4.083137595708223,-44.2311750213318,-35.81020931165142,39.36870040693864,-75.06328037993535,-83.55410831385069,-50.943818415670215,51.84980282228207,-81.48552478435222,-56.730500774880596,58.720336806424996,-10.422315396903173
