trial_index,class_label,phase,timestamp,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17
0,0,idle,00:25:55.581730,18.29895564640114,-32.07705291325877,-61.160851415549104,63.45130678537015,36.401045123293216,-42.45268483262132,95.91716149415095,58.43139523230519,-58.290042239382146,-50.708833306329936,66.98190946256582,-83.65446016466511,-35.8968560669138,-80.14846524467292,5.8372486357042135,45.28278283637397,89.41884164610448
0,0,idle,00:25:55.587097,18.116113795568253,-53.44327235784889,-95.63717252710191,-49.98190243936218,74.2260596931302,-29.783848887292194,41.563235170040514,-9.876059865180792,-80.44527423554433,76.06925062706003,-9.767417255501158,-53.187091103621476,-17.7143865587544,-8.248651565961111,-45.780004577524295,-11.89623579503791,37.027744833611166
0,0,idle,00:25:55.592009,54.45613304964155,45.36470551935466,-60.071165020239036,-53.255122136231556,-34.04895243064807,29.577324800871423,-59.504689887464046,-89.51248718857288,-88.96235635107455,-89.25177084034057,22.118239018468813,-27.13861916173856,64.21730426373358,-64.56802568388964,89.50885235133501,-36.75048860366594,-85.45292243500438
0,0,idle,00:25:55.597019,70.24453638087837,-58.12343443146752,-87.8914030737733,11.967342105995499,8.29379960880597,-71.4692551983467,-42.183410253093065,72.97314139707672,78.42633051834446,69.747538707464,57.71695038386676,74.10149782906441,-42.54989382979608,30.378089137819387,5.062224746516449,-80.20060642876648,90.84304516494853
0,0,idle,00:25:55.602012,-8.57352478898656,-48.96998801559511,-42.82208411936415,89.9239910575113,7.223495023926759,35.74735814761786,94.29733309238281,61.087280986238824,-8.40614117724374,21.047873642416064,39.07838558280835,-58.457795014691506,2.437418166898439,-47.1848448194812,-40.119834897367056,-57.08011971015201,21.473877865771613
0,0,idle,00:25:55.607015,-94.1625990798929,-96.92540557617839,-52.47908393118874,-24.02487942585961,48.54945356206309,-34.8692367482939,-34.96186787601286,67.11224012227024,-34.24742882744269,4.402006682174971,-29.798812558382906,-41.64374158842457,-74.49240384105835,30.27239502235986,41.19779265749929,94.32700473552086,-98.7477522064408
0,0,idle,00:25:55.612009,-34.5310304157548,41.737619662367024,96.63173120946735,-10.519283177331971,19.479943338509955,-24.43655312916853,-22.293404160591194,15.352045653764293,2.8960742219795037,44.466951688683736,83.90463472250087,74.08366437390504,-97.21601200254575,34.679851495672835,-46.16246302639932,44.725065816717944,65.2834561864446
0,0,idle,00:25:55.617009,-28.660516629120877,47.00630481739475,44.078735940758776,-85.94316061225815,15.219969932742103,-92.27416076078032,34.90633268762576,12.495216832222013,34.7842320438254,-37.107958943774655,-22.829781084208207,24.631175450976173,34.5226233921116,-3.499523996818681,-64.41062281678715,29.93011525540271,85.61407014784785
0,0,idle,00:25:55.622009,13.769128754434519,71.0677236002796,8.248415992572532,-71.31870463931386,63.77471692425968,-94.59369107072293,80.53730702022352,66.08735920419252,-61.120051201310275,81.0473650752804,11.961928021613247,-68.38494591026425,-83.35818881853952,-1.9730935650985373,82.35801019688924,88.96316519082109,22.14785648823127
0,0,idle,00:25:55.627012,82.84594723043185,84.52403500534135,-25.350344344729848,43.255890865407366,97.45601794977975,25.645433845075786,50.125353136451224,16.842465072332047,-75.15676748500486,25.759602751999594,-79.72289367332239,47.148335257429494,25.021041581799224,74.53858172139743,27.043867784700254,-2.6930885573116683,-25.19776699504837
